campaign_id,age,gender,interest_id,clicks,spent
916,30-34,M,30,500,646.27
916,30-34,M,30,1000,646.27
916,30-34,M,24,0,0.30
916,30-34,M,24,5,7.69
916,30-34,M,24,10,14.55
916,30-34,M,24,20,34.18
916,30-34,M,24,30,50.60
916,30-34,M,24,40,66.25
916,30-34,M,24,50,86.17
916,30-34,M,24,100,180.40
916,30-34,M,24,200,347.21
916,30-34,M,24,300,511.43
916,30-34,M,24,400,632.71
916,30-34,M,24,500,645.60
916,30-34,M,24,1000,645.60
916,30-34,M,21,0,0.21
916,30-34,M,21,5,7.55
916,30-34,M,21,10,15.34
916,30-34,M,21,20,35.00
916,30-34,M,21,30,54.29
916,30-34,M,21,40,70.19
916,30-34,M,21,50,89.16
916,30-34,M,21,100,181.04
916,30-34,M,21,200,348.46
916,30-34,M,21,300,511.60
916,30-34,M,21,400,632.88
916,30-34,M,21,500,645.76
916,30-34,M,21,1000,645.76
916,30-34,M,32,0,0.22
916,30-34,M,32,5,7.69
916,30-34,M,32,10,14.54
916,30-34,M,32,20,33.97
916,30-34,M,32,30,53.18
916,30-34,M,32,40,74.63
916,30-34,M,32,50,95.06
916,30-34,M,32,100,188.44
916,30-34,M,32,200,356.37
916,30-34,M,32,300,519.91
916,30-34,M,32,400,639.80
916,30-34,M,32,500,652.69
916,30-34,M,32,1000,652.69
916,30-34,M,18,0,0.21
916,30-34,M,18,5,7.88
916,30-34,M,18,10,14.73
916,30-34,M,18,20,32.81
916,30-34,M,18,30,49.40
916,30-34,M,18,40,64.61
916,30-34,M,18,50,83.96
916,30-34,M,18,100,186.08
916,30-34,M,18,200,354.76
916,30-34,M,18,300,521.53
916,30-34,M,18,400,639.10
916,30-34,M,18,500,651.98
916,30-34,M,18,1000,651.98
916,30-34,M,63,0,0.56
916,30-34,M,63,5,8.10
916,30-34,M,63,10,14.95
916,30-34,M,63,20,33.75
916,30-34,M,63,30,52.28
916,30-34,M,63,40,68.53
916,30-34,M,63,50,89.06
916,30-34,M,63,100,184.33
916,30-34,M,63,200,344.90
916,30-34,M,63,300,504.29
916,30-34,M,63,400,625.57
916,30-34,M,63,500,638.45
916,30-34,M,63,1000,638.45
916,30-34,M,65,0,0.00
916,30-34,M,65,5,7.09
916,30-34,M,65,10,13.30
916,30-34,M,65,20,32.10
916,30-34,M,65,30,48.25
916,30-34,M,65,40,61.45
916,30-34,M,65,50,81.55
916,30-34,M,65,100,176.50
916,30-34,M,65,200,343.60
916,30-34,M,65,300,507.82
916,30-34,M,65,400,629.10
916,30-34,M,65,500,641.98
916,30-34,M,65,1000,641.98
916,30-34,M,25,0,0.17
916,30-34,M,25,5,7.04
916,30-34,M,25,10,14.24
916,30-34,M,25,20,32.99
916,30-34,M,25,30,49.94
916,30-34,M,25,40,65.84
916,30-34,M,25,50,85.93
916,30-34,M,25,100,180.74
916,30-34,M,25,200,347.73
916,30-34,M,25,300,511.56
916,30-34,M,25,400,633.29
916,30-34,M,25,500,646.18
916,30-34,M,25,1000,646.18
916,30-34,M,10,0,0.09
916,30-34,M,10,5,7.48
916,30-34,M,10,10,14.78
916,30-34,M,10,20,33.58
916,30-34,M,10,30,51.13
916,30-34,M,10,40,68.59
916,30-34,M,10,50,89.81
916,30-34,M,10,100,187.45
916,30-34,M,10,200,348.97
916,30-34,M,10,300,451.48
916,30-34,M,10,400,552.76
916,30-34,M,10,500,565.64
916,30-34,M,10,1000,565.64
916,30-34,M,19,0,0.24
916,30-34,M,19,5,7.64
916,30-34,M,19,10,14.49
916,30-34,M,19,20,32.32
916,30-34,M,19,30,49.87
916,30-34,M,19,40,65.36
916,30-34,M,19,50,85.79
916,30-34,M,19,100,185.89
916,30-34,M,19,200,350.18
916,30-34,M,19,300,514.40
916,30-34,M,19,400,635.51
916,30-34,M,19,500,648.39
916,30-34,M,19,1000,648.39
916,30-34,M,26,0,0.14
916,30-34,M,26,5,7.53
916,30-34,M,26,10,14.39
916,30-34,M,26,20,33.19
916,30-34,M,26,30,51.26
916,30-34,M,26,40,67.15
916,30-34,M,26,50,88.27
916,30-34,M,26,100,180.11
916,30-34,M,26,200,344.33
916,30-34,M,26,300,509.44
916,30-34,M,26,400,630.57
916,30-34,M,26,500,643.45
916,30-34,M,26,1000,643.45
916,30-34,M,36,0,0.00
916,30-34,M,36,5,7.33
916,30-34,M,36,10,14.18
916,30-34,M,36,20,32.98
916,30-34,M,36,30,50.53
916,30-34,M,36,40,66.43
916,30-34,M,36,50,86.52
916,30-34,M,36,100,181.08
916,30-34,M,36,200,347.89
916,30-34,M,36,300,512.11
916,30-34,M,36,400,633.39
916,30-34,M,36,500,646.27
916,30-34,M,36,1000,646.27
916,30-34,M,23,0,0.08
916,30-34,M,23,5,7.87
916,30-34,M,23,10,15.11
916,30-34,M,23,20,33.97
916,30-34,M,23,30,51.52
916,30-34,M,23,40,67.41
916,30-34,M,23,50,87.51
916,30-34,M,23,100,182.06
916,30-34,M,23,200,348.87
916,30-34,M,23,300,513.46
916,30-34,M,23,400,634.03
916,30-34,M,23,500,646.91
916,30-34,M,23,1000,646.91
916,30-34,M,64,0,0.13
916,30-34,M,64,5,7.53
916,30-34,M,64,10,14.39
916,30-34,M,64,20,33.94
916,30-34,M,64,30,51.74
916,30-34,M,64,40,69.20
916,30-34,M,64,50,84.92
916,30-34,M,64,100,178.56
916,30-34,M,64,200,346.12
916,30-34,M,64,300,510.34
916,30-34,M,64,400,631.62
916,30-34,M,64,500,644.51
916,30-34,M,64,1000,644.51
916,30-34,M,22,0,0.00
916,30-34,M,22,5,6.81
916,30-34,M,22,10,13.60
916,30-34,M,22,20,32.02
916,30-34,M,22,30,48.99
916,30-34,M,22,40,64.23
916,30-34,M,22,50,83.50
916,30-34,M,22,100,175.42
916,30-34,M,22,200,342.71
916,30-34,M,22,300,506.78
916,30-34,M,22,400,627.78
916,30-34,M,22,500,640.67
916,30-34,M,22,1000,640.67
916,30-34,M,2,0,0.00
916,30-34,M,2,5,7.61
916,30-34,M,2,10,14.98
916,30-34,M,2,20,33.51
916,30-34,M,2,30,51.06
916,30-34,M,2,40,66.96
916,30-34,M,2,50,87.06
916,30-34,M,2,100,181.61
916,30-34,M,2,200,348.37
916,30-34,M,2,300,513.01
916,30-34,M,2,400,634.29
916,30-34,M,2,500,646.58
916,30-34,M,2,1000,646.58
916,30-34,M,66,0,0.00
916,30-34,M,66,5,7.30
916,30-34,M,66,10,14.15
916,30-34,M,66,20,32.96
916,30-34,M,66,30,50.51
916,30-34,M,66,40,66.40
916,30-34,M,66,50,86.50
916,30-34,M,66,100,181.05
916,30-34,M,66,200,347.86
916,30-34,M,66,300,512.08
916,30-34,M,66,400,633.36
916,30-34,M,66,500,646.25
916,30-34,M,66,1000,646.25
916,30-34,M,100,0,0.00
916,30-34,M,100,5,7.08
916,30-34,M,100,10,13.94
916,30-34,M,100,20,32.74
916,30-34,M,100,30,50.29
916,30-34,M,100,40,66.18
916,30-34,M,100,50,86.28
916,30-34,M,100,100,180.83
916,30-34,M,100,200,347.64
916,30-34,M,100,300,511.87
916,30-34,M,100,400,633.15
916,30-34,M,100,500,646.03
916,30-34,M,100,1000,646.03
916,30-34,M,101,0,0.64
916,30-34,M,101,5,9.14
916,30-34,M,101,10,17.16
916,30-34,M,101,20,35.96
916,30-34,M,101,30,53.51
916,30-34,M,101,40,69.41
916,30-34,M,101,50,89.51
916,30-34,M,101,100,186.25
916,30-34,M,101,200,350.14
916,30-34,M,101,300,514.20
916,30-34,M,101,400,635.06
916,30-34,M,101,500,647.94
916,30-34,M,101,1000,647.94
916,30-34,M,102,0,0.00
916,30-34,M,102,5,7.12
916,30-34,M,102,10,13.98
916,30-34,M,102,20,32.78
916,30-34,M,102,30,50.33
916,30-34,M,102,40,66.22
916,30-34,M,102,50,86.32
916,30-34,M,102,100,180.87
916,30-34,M,102,200,347.68
916,30-34,M,102,300,511.90
916,30-34,M,102,400,633.18
916,30-34,M,102,500,646.07
916,30-34,M,102,1000,646.07
916,30-34,M,103,0,0.00
916,30-34,M,103,5,6.16
916,30-34,M,103,10,13.01
916,30-34,M,103,20,31.02
916,30-34,M,103,30,48.57
916,30-34,M,103,40,64.47
916,30-34,M,103,50,84.56
916,30-34,M,103,100,179.47
916,30-34,M,103,200,346.63
916,30-34,M,103,300,510.85
916,30-34,M,103,400,632.13
916,30-34,M,103,500,645.01
916,30-34,M,103,1000,645.01
916,30-34,M,105,0,0.00
916,30-34,M,105,5,3.75
916,30-34,M,105,10,10.25
916,30-34,M,105,20,26.21
916,30-34,M,105,30,43.76
916,30-34,M,105,40,59.27
916,30-34,M,105,50,79.72
916,30-34,M,105,100,175.18
916,30-34,M,105,200,343.47
916,30-34,M,105,300,508.14
916,30-34,M,105,400,629.42
916,30-34,M,105,500,642.30
916,30-34,M,105,1000,642.30
916,30-34,M,107,0,0.00
916,30-34,M,107,5,2.12
916,30-34,M,107,10,8.98
916,30-34,M,107,20,27.06
916,30-34,M,107,30,44.61
916,30-34,M,107,40,60.51
916,30-34,M,107,50,81.28
916,30-34,M,107,100,176.91
916,30-34,M,107,200,344.97
916,30-34,M,107,300,508.73
916,30-34,M,107,400,630.73
916,30-34,M,107,500,643.61
916,30-34,M,107,1000,643.61
916,30-34,M,110,0,0.00
916,30-34,M,110,5,3.81
916,30-34,M,110,10,10.66
916,30-34,M,110,20,29.09
916,30-34,M,110,30,43.78
916,30-34,M,110,40,61.17
916,30-34,M,110,50,81.76
916,30-34,M,110,100,178.08
916,30-34,M,110,200,345.58
916,30-34,M,110,300,511.38
916,30-34,M,110,400,632.66
916,30-34,M,110,500,645.55
916,30-34,M,110,1000,645.55
916,30-34,M,111,0,0.30
916,30-34,M,111,5,7.70
916,30-34,M,111,10,14.55
916,30-34,M,111,20,33.35
916,30-34,M,111,30,50.90
916,30-34,M,111,40,66.80
916,30-34,M,111,50,87.10
916,30-34,M,111,100,181.24
916,30-34,M,111,200,348.05
916,30-34,M,111,300,512.27
916,30-34,M,111,400,633.16
916,30-34,M,111,500,646.04
916,30-34,M,111,1000,646.04
916,30-34,M,112,0,0.00
916,30-34,M,112,5,4.75
916,30-34,M,112,10,11.60
916,30-34,M,112,20,29.17
916,30-34,M,112,30,46.72
916,30-34,M,112,40,62.62
916,30-34,M,112,50,82.72
916,30-34,M,112,100,176.88
916,30-34,M,112,200,342.77
916,30-34,M,112,300,508.15
916,30-34,M,112,400,629.86
916,30-34,M,112,500,642.75
916,30-34,M,112,1000,642.75
916,30-34,M,113,0,0.00
916,30-34,M,113,5,6.64
916,30-34,M,113,10,12.74
916,30-34,M,113,20,31.54
916,30-34,M,113,30,49.38
916,30-34,M,113,40,65.28
916,30-34,M,113,50,85.37
916,30-34,M,113,100,179.93
916,30-34,M,113,200,346.98
916,30-34,M,113,300,511.20
916,30-34,M,113,400,632.89
916,30-34,M,113,500,645.77
916,30-34,M,113,1000,645.77
916,30-34,M,108,0,0.00
916,30-34,M,108,5,6.52
916,30-34,M,108,10,13.37
916,30-34,M,108,20,32.17
916,30-34,M,108,30,49.72
916,30-34,M,108,40,65.62
916,30-34,M,108,50,85.71
916,30-34,M,108,100,181.08
916,30-34,M,108,200,347.89
916,30-34,M,108,300,512.11
916,30-34,M,108,400,633.39
916,30-34,M,108,500,646.27
916,30-34,M,108,1000,646.27
916,30-34,M,109,0,0.00
916,30-34,M,109,5,1.28
916,30-34,M,109,10,8.13
916,30-34,M,109,20,26.93
916,30-34,M,109,30,43.60
916,30-34,M,109,40,59.09
916,30-34,M,109,50,79.18
916,30-34,M,109,100,172.25
916,30-34,M,109,200,341.20
916,30-34,M,109,300,509.28
916,30-34,M,109,400,631.76
916,30-34,M,109,500,642.75
916,30-34,M,109,1000,642.75
916,30-34,M,114,0,0.00
916,30-34,M,114,5,7.33
916,30-34,M,114,10,14.18
916,30-34,M,114,20,32.98
916,30-34,M,114,30,50.53
916,30-34,M,114,40,66.43
916,30-34,M,114,50,86.52
916,30-34,M,114,100,181.08
916,30-34,M,114,200,347.89
916,30-34,M,114,300,512.11
916,30-34,M,114,400,633.39
916,30-34,M,114,500,646.27
916,30-34,M,114,1000,646.27
916,30-34,M,104,0,0.00
916,30-34,M,104,5,7.45
916,30-34,M,104,10,14.31
916,30-34,M,104,20,33.11
916,30-34,M,104,30,50.66
916,30-34,M,104,40,66.55
916,30-34,M,104,50,86.65
916,30-34,M,104,100,185.23
916,30-34,M,104,200,351.09
916,30-34,M,104,300,515.07
916,30-34,M,104,400,636.35
916,30-34,M,104,500,649.23
916,30-34,M,104,1000,649.23
916,30-34,M,106,0,0.00
916,30-34,M,106,5,6.42
916,30-34,M,106,10,13.27
916,30-34,M,106,20,31.34
916,30-34,M,106,30,49.01
916,30-34,M,106,40,64.91
916,30-34,M,106,50,85.00
916,30-34,M,106,100,180.38
916,30-34,M,106,200,349.85
916,30-34,M,106,300,513.90
916,30-34,M,106,400,635.18
916,30-34,M,106,500,648.07
916,30-34,M,106,1000,648.07
916,30-34,F,15,0,0.00
916,30-34,F,15,5,6.87
916,30-34,F,15,10,12.35
916,30-34,F,15,20,32.00
916,30-34,F,15,30,47.74
916,30-34,F,15,40,61.09
916,30-34,F,15,50,74.61
916,30-34,F,15,100,151.05
916,30-34,F,15,200,300.61
916,30-34,F,15,300,462.58
916,30-34,F,15,400,593.27
916,30-34,F,15,500,611.16
916,30-34,F,15,1000,611.16
916,30-34,F,16,0,0.00
916,30-34,F,16,5,6.68
916,30-34,F,16,10,12.16
916,30-34,F,16,20,30.92
916,30-34,F,16,30,46.64
916,30-34,F,16,40,59.33
916,30-34,F,16,50,74.12
916,30-34,F,16,100,155.93
916,30-34,F,16,200,302.67
916,30-34,F,16,300,464.49
916,30-34,F,16,400,592.03
916,30-34,F,16,500,609.92
916,30-34,F,16,1000,609.92
916,30-34,F,20,0,0.00
916,30-34,F,20,5,6.77
916,30-34,F,20,10,12.25
916,30-34,F,20,20,31.10
916,30-34,F,20,30,46.47
916,30-34,F,20,40,59.41
916,30-34,F,20,50,72.52
916,30-34,F,20,100,147.12
916,30-34,F,20,200,290.41
916,30-34,F,20,300,451.34
916,30-34,F,20,400,582.03
916,30-34,F,20,500,599.92
916,30-34,F,20,1000,599.92
916,30-34,F,28,0,0.00
916,30-34,F,28,5,6.63
916,30-34,F,28,10,11.56
916,30-34,F,28,20,30.42
916,30-34,F,28,30,45.78
916,30-34,F,28,40,58.72
916,30-34,F,28,50,71.83
916,30-34,F,28,100,150.95
916,30-34,F,28,200,287.52
916,30-34,F,28,300,450.62
916,30-34,F,28,400,582.33
916,30-34,F,28,500,600.22
916,30-34,F,28,1000,600.22
916,30-34,F,29,0,0.00
916,30-34,F,29,5,6.55
916,30-34,F,29,10,12.03
916,30-34,F,29,20,30.89
916,30-34,F,29,30,46.66
916,30-34,F,29,40,58.68
916,30-34,F,29,50,71.64
916,30-34,F,29,100,149.08
916,30-34,F,29,200,291.26
916,30-34,F,29,300,433.40
916,30-34,F,29,400,564.09
916,30-34,F,29,500,581.98
916,30-34,F,29,1000,581.98
916,30-34,F,27,0,0.20
916,30-34,F,27,5,7.62
916,30-34,F,27,10,13.10
916,30-34,F,27,20,32.02
916,30-34,F,27,30,46.81
916,30-34,F,27,40,60.09
916,30-34,F,27,50,73.28
916,30-34,F,27,100,153.82
916,30-34,F,27,200,299.19
916,30-34,F,27,300,463.33
916,30-34,F,27,400,594.02
916,30-34,F,27,500,612.25
916,30-34,F,27,1000,612.25
916,30-34,F,31,0,0.11
916,30-34,F,31,5,7.34
916,30-34,F,31,10,12.82
916,30-34,F,31,20,31.68
916,30-34,F,31,30,47.04
916,30-34,F,31,40,59.99
916,30-34,F,31,50,73.01
916,30-34,F,31,100,152.23
916,30-34,F,31,200,294.87
916,30-34,F,31,300,455.80
916,30-34,F,31,400,586.49
916,30-34,F,31,500,604.38
916,30-34,F,31,1000,604.38
916,30-34,F,7,0,0.00
916,30-34,F,7,5,6.50
916,30-34,F,7,10,11.97
916,30-34,F,7,20,30.83
916,30-34,F,7,30,46.20
916,30-34,F,7,40,59.14
916,30-34,F,7,50,72.25
916,30-34,F,7,100,151.86
916,30-34,F,7,200,294.73
916,30-34,F,7,300,455.66
916,30-34,F,7,400,586.35
916,30-34,F,7,500,604.24
916,30-34,F,7,1000,604.24
916,30-34,F,30,0,0.16
916,30-34,F,30,5,6.97
916,30-34,F,30,10,12.45
916,30-34,F,30,20,31.31
916,30-34,F,30,30,46.08
916,30-34,F,30,40,59.62
916,30-34,F,30,50,72.72
916,30-34,F,30,100,152.34
916,30-34,F,30,200,294.87
916,30-34,F,30,300,455.80
916,30-34,F,30,400,586.49
916,30-34,F,30,500,604.38
916,30-34,F,30,1000,604.38
916,30-34,F,24,0,0.19
916,30-34,F,24,5,7.00
916,30-34,F,24,10,12.48
916,30-34,F,24,20,32.17
916,30-34,F,24,30,46.41
916,30-34,F,24,40,59.10
916,30-34,F,24,50,72.03
916,30-34,F,24,100,151.32
916,30-34,F,24,200,294.19
916,30-34,F,24,300,455.13
916,30-34,F,24,400,585.81
916,30-34,F,24,500,603.70
916,30-34,F,24,1000,603.70
916,30-34,F,21,0,0.11
916,30-34,F,21,5,6.86
916,30-34,F,21,10,12.76
916,30-34,F,21,20,32.48
916,30-34,F,21,30,49.59
916,30-34,F,21,40,62.53
916,30-34,F,21,50,74.51
916,30-34,F,21,100,152.61
916,30-34,F,21,200,296.09
916,30-34,F,21,300,455.94
916,30-34,F,21,400,586.63
916,30-34,F,21,500,604.52
916,30-34,F,21,1000,604.52
916,30-34,F,32,0,0.30
916,30-34,F,32,5,7.18
916,30-34,F,32,10,12.66
916,30-34,F,32,20,32.14
916,30-34,F,32,30,48.99
916,30-34,F,32,40,67.08
916,30-34,F,32,50,80.52
916,30-34,F,32,100,158.70
916,30-34,F,32,200,302.69
916,30-34,F,32,300,462.95
916,30-34,F,32,400,592.25
916,30-34,F,32,500,610.13
916,30-34,F,32,1000,610.13
916,30-34,F,18,0,0.16
916,30-34,F,18,5,7.25
916,30-34,F,18,10,12.73
916,30-34,F,18,20,31.70
916,30-34,F,18,30,50.57
916,30-34,F,18,40,64.63
916,30-34,F,18,50,77.75
916,30-34,F,18,100,166.63
916,30-34,F,18,200,311.03
916,30-34,F,18,300,474.52
916,30-34,F,18,400,601.49
916,30-34,F,18,500,619.38
916,30-34,F,18,1000,619.38
916,30-34,F,63,0,0.46
916,30-34,F,63,5,7.41
916,30-34,F,63,10,12.88
916,30-34,F,63,20,31.74
916,30-34,F,63,30,48.09
916,30-34,F,63,40,61.39
916,30-34,F,63,50,74.92
916,30-34,F,63,100,155.25
916,30-34,F,63,200,291.88
916,30-34,F,63,300,447.98
916,30-34,F,63,400,578.67
916,30-34,F,63,500,596.55
916,30-34,F,63,1000,596.55
916,30-34,F,65,0,0.00
916,30-34,F,65,5,6.40
916,30-34,F,65,10,11.23
916,30-34,F,65,20,30.09
916,30-34,F,65,30,44.05
916,30-34,F,65,40,54.30
916,30-34,F,65,50,67.41
916,30-34,F,65,100,147.42
916,30-34,F,65,200,290.57
916,30-34,F,65,300,451.51
916,30-34,F,65,400,582.20
916,30-34,F,65,500,600.09
916,30-34,F,65,1000,600.09
916,30-34,F,25,0,0.06
916,30-34,F,25,5,6.35
916,30-34,F,25,10,12.17
916,30-34,F,25,20,30.98
916,30-34,F,25,30,45.75
916,30-34,F,25,40,58.69
916,30-34,F,25,50,71.80
916,30-34,F,25,100,151.66
916,30-34,F,25,200,294.71
916,30-34,F,25,300,455.25
916,30-34,F,25,400,586.39
916,30-34,F,25,500,604.28
916,30-34,F,25,1000,604.28
916,30-34,F,10,0,0.00
916,30-34,F,10,5,6.77
916,30-34,F,10,10,12.25
916,30-34,F,10,20,31.11
916,30-34,F,10,30,46.47
916,30-34,F,10,40,59.21
916,30-34,F,10,50,73.44
916,30-34,F,10,100,156.13
916,30-34,F,10,200,292.66
916,30-34,F,10,300,393.60
916,30-34,F,10,400,504.29
916,30-34,F,10,500,522.18
916,30-34,F,10,1000,522.18
916,30-34,F,19,0,0.14
916,30-34,F,19,5,6.95
916,30-34,F,19,10,12.43
916,30-34,F,19,20,30.31
916,30-34,F,19,30,45.68
916,30-34,F,19,40,58.22
916,30-34,F,19,50,71.65
916,30-34,F,19,100,156.16
916,30-34,F,19,200,296.51
916,30-34,F,19,300,457.45
916,30-34,F,19,400,587.96
916,30-34,F,19,500,605.85
916,30-34,F,19,1000,605.85
916,30-34,F,26,0,0.03
916,30-34,F,26,5,6.84
916,30-34,F,26,10,12.32
916,30-34,F,26,20,31.18
916,30-34,F,26,30,47.06
916,30-34,F,26,40,60.01
916,30-34,F,26,50,74.13
916,30-34,F,26,100,151.03
916,30-34,F,26,200,291.31
916,30-34,F,26,300,453.13
916,30-34,F,26,400,583.67
916,30-34,F,26,500,601.56
916,30-34,F,26,1000,601.56
916,30-34,F,36,0,0.00
916,30-34,F,36,5,6.64
916,30-34,F,36,10,12.12
916,30-34,F,36,20,30.97
916,30-34,F,36,30,46.34
916,30-34,F,36,40,59.28
916,30-34,F,36,50,72.39
916,30-34,F,36,100,152.00
916,30-34,F,36,200,294.87
916,30-34,F,36,300,455.80
916,30-34,F,36,400,586.49
916,30-34,F,36,500,604.38
916,30-34,F,36,1000,604.38
916,30-34,F,23,0,0.00
916,30-34,F,23,5,7.18
916,30-34,F,23,10,13.04
916,30-34,F,23,20,31.96
916,30-34,F,23,30,47.32
916,30-34,F,23,40,60.26
916,30-34,F,23,50,73.37
916,30-34,F,23,100,152.98
916,30-34,F,23,200,295.85
916,30-34,F,23,300,457.15
916,30-34,F,23,400,587.13
916,30-34,F,23,500,605.02
916,30-34,F,23,1000,605.02
916,30-34,F,64,0,0.03
916,30-34,F,64,5,6.84
916,30-34,F,64,10,12.32
916,30-34,F,64,20,31.93
916,30-34,F,64,30,47.55
916,30-34,F,64,40,62.05
916,30-34,F,64,50,70.78
916,30-34,F,64,100,149.48
916,30-34,F,64,200,293.10
916,30-34,F,64,300,454.04
916,30-34,F,64,400,584.72
916,30-34,F,64,500,602.61
916,30-34,F,64,1000,602.61
916,30-34,F,22,0,0.00
916,30-34,F,22,5,6.12
916,30-34,F,22,10,11.53
916,30-34,F,22,20,30.01
916,30-34,F,22,30,44.79
916,30-34,F,22,40,57.08
916,30-34,F,22,50,69.36
916,30-34,F,22,100,146.33
916,30-34,F,22,200,289.68
916,30-34,F,22,300,450.47
916,30-34,F,22,400,580.88
916,30-34,F,22,500,598.77
916,30-34,F,22,1000,598.77
916,30-34,F,2,0,0.00
916,30-34,F,2,5,6.92
916,30-34,F,2,10,12.92
916,30-34,F,2,20,31.51
916,30-34,F,2,30,46.87
916,30-34,F,2,40,59.81
916,30-34,F,2,50,72.92
916,30-34,F,2,100,152.53
916,30-34,F,2,200,295.34
916,30-34,F,2,300,456.70
916,30-34,F,2,400,587.39
916,30-34,F,2,500,604.69
916,30-34,F,2,1000,604.69
916,30-34,F,66,0,0.00
916,30-34,F,66,5,6.61
916,30-34,F,66,10,12.09
916,30-34,F,66,20,30.95
916,30-34,F,66,30,46.31
916,30-34,F,66,40,59.25
916,30-34,F,66,50,72.36
916,30-34,F,66,100,151.97
916,30-34,F,66,200,294.84
916,30-34,F,66,300,455.78
916,30-34,F,66,400,586.46
916,30-34,F,66,500,604.35
916,30-34,F,66,1000,604.35
916,30-34,F,100,0,0.00
916,30-34,F,100,5,6.39
916,30-34,F,100,10,11.87
916,30-34,F,100,20,30.73
916,30-34,F,100,30,46.09
916,30-34,F,100,40,59.04
916,30-34,F,100,50,72.14
916,30-34,F,100,100,151.75
916,30-34,F,100,200,294.62
916,30-34,F,100,300,455.56
916,30-34,F,100,400,586.25
916,30-34,F,100,500,604.13
916,30-34,F,100,1000,604.13
916,30-34,F,101,0,0.54
916,30-34,F,101,5,8.45
916,30-34,F,101,10,15.10
916,30-34,F,101,20,33.96
916,30-34,F,101,30,49.32
916,30-34,F,101,40,62.26
916,30-34,F,101,50,75.37
916,30-34,F,101,100,157.17
916,30-34,F,101,200,297.12
916,30-34,F,101,300,457.89
